DATE,TIME,CUSTOMERTYPE,PRODUCTCATEGORY,UNITPRICE,QUANTITY,TOTAL,FULLNAME,MONTH,YEAR,DAY_OF_WEEK,HOUR,REVENUE_PER_UNIT
"2024-07-07 19:26:00",17:21:36,Regular,"Beauty & Personal Care",28.56,5,142.8,"Tanvi Singh",July,2024,Sunday,17,28.560000000000002
"2024-11-02 02:20:00",00:06:43,Premium,Clothing,277.41,1,277.41,"Avani Agarwal",November,2024,Saturday,0,277.41
"2024-10-11 12:07:00",14:47:49,Member,Electronics,33.04,1,33.04,"Nandini Wadhwa",October,2024,Friday,14,33.04
"2023-08-22 04:33:00",19:29:19,Member,Electronics,85.73,4,342.92,"Shreya Sharma",August,2023,Tuesday,19,85.73
"2023-08-27 08:31:00",05:50:12,Regular,Grocery,364.29,5,1821.45,"Lakshmi Mehta",August,2023,Sunday,5,364.29
"2023-08-27 23:36:00",19:34:59,Member,Clothing,330.96,3,992.88,"Aakash Gupta",August,2023,Sunday,19,330.96
"2023-04-15 00:52:00",13:58:02,Regular,"Beauty & Personal Care",200.85,4,803.4,"Bhavesh Iyer",April,2023,Saturday,13,200.85
"2024-07-18 15:38:00",21:22:09,Member,Grocery,416.52,5,2082.6,"Krishna Patel",July,2024,Thursday,21,416.52
"2023-12-13 23:32:00",19:54:21,Premium,Electronics,59.29,1,59.29,"Ishaan Kumar",December,2023,Wednesday,19,59.29
"2023-02-03 00:09:00",17:41:14,Member,Grocery,495.12,2,990.24,"Tanvi Agarwal",February,2023,Friday,17,495.12
"2024-02-03 20:42:00",16:12:19,Member,"Home & Kitchen",51.13,3,153.39,"Rohan Sharma",February,2024,Saturday,16,51.129999999999995
"2024-09-09 17:47:00",08:54:20,Member,Grocery,31.33,1,31.33,"Tanvi Patel",September,2024,Monday,8,31.33
"2023-09-25 08:45:00",06:12:30,Member,Clothing,480.3,3,1440.9,"Priya Chauhan",September,2023,Monday,6,480.3
"2023-05-02 18:09:00",03:09:42,Premium,"Home & Kitchen",269.56,4,1078.24,"Nandini Singh",May,2023,Tuesday,3,269.56
"2023-10-05 06:32:00",02:54:39,Premium,"Beauty & Personal Care",425,1,425,"Lakshmi Agarwal",October,2023,Thursday,2,425
"2024-05-01 03:34:00",06:57:12,Member,Clothing,374.61,1,374.61,"Bhavesh Yadav",May,2024,Wednesday,6,374.61
"2023-02-08 14:57:00",16:34:19,Regular,Clothing,349.96,5,1749.8,"Lakshmi Rao",February,2023,Wednesday,16,349.96
"2023-03-18 14:41:00",21:40:33,Member,"Home & Kitchen",73.53,2,147.06,"Jai Khanna",March,2023,Saturday,21,73.53
"2023-02-16 21:49:00",03:54:07,Premium,Grocery,214.82,3,644.46,"Zara Chauhan",February,2023,Thursday,3,214.82000000000002
"2023-06-04 12:28:00",01:50:36,Regular,Electronics,72.74,1,72.74,"Nandini Jain",June,2023,Sunday,1,72.74
"2024-01-25 19:28:00",15:49:24,Regular,Grocery,61.61,2,123.22,"Jai Rao",January,2024,Thursday,15,61.61
"2024-07-04 23:07:00",21:58:07,Member,Electronics,227.54,4,910.16,"Lakshmi Lal",July,2024,Thursday,21,227.54
"2024-05-25 22:22:00",10:13:25,Member,"Beauty & Personal Care",192.22,3,576.66,"Tanvi Sharma",May,2024,Saturday,10,192.22
"2024-12-28 11:02:00",14:46:57,Premium,Clothing,348.01,4,1392.04,"Nandini Lal",December,2024,Saturday,14,348.01
"2024-07-14 21:23:00",12:02:12,Premium,Grocery,332.38,1,332.38,"Aakash Chauhan",July,2024,Sunday,12,332.38
"2024-03-06 18:20:00",13:11:50,Regular,"Beauty & Personal Care",412.87,1,412.87,"Lakshmi Yadav",March,2024,Wednesday,13,412.87
"2023-11-12 21:59:00",06:38:13,Premium,Electronics,80.83,1,80.83,"Diya Jain",November,2023,Sunday,6,80.83
"2024-10-17 23:40:00",05:40:28,Premium,"Beauty & Personal Care",44.71,4,178.84,"Rohan Khanna",October,2024,Thursday,5,44.71
"2024-12-21 10:35:00",07:51:45,Regular,Clothing,380.02,2,760.04,"Jai Mehta",December,2024,Saturday,7,380.02
"2023-03-09 00:25:00",17:59:06,Member,"Home & Kitchen",265.42,4,1061.68,"Krishna Gupta",March,2023,Thursday,17,265.42
"2024-03-24 05:02:00",17:01:20,Regular,Electronics,296.07,5,1480.35,"Jai Desai",March,2024,Sunday,17,296.07
"2024-04-13 18:04:00",14:18:44,Member,Electronics,189.25,1,189.25,"Diya Wadhwa",April,2024,Saturday,14,189.25
"2023-07-12 18:56:00",19:42:51,Premium,"Beauty & Personal Care",19.11,4,76.44,"Bhavesh Mehta",July,2023,Wednesday,19,19.11
"2023-07-29 14:17:00",10:10:45,Premium,Grocery,69.38,5,346.9,"Shreya Zutshi",July,2023,Saturday,10,69.38
"2024-09-29 07:49:00",09:35:02,Regular,"Home & Kitchen",306.17,1,306.17,"Uday Mehta",September,2024,Sunday,9,306.17
"2023-02-19 21:27:00",16:16:07,Regular,"Beauty & Personal Care",409.91,3,1229.73,"Lakshmi Agarwal",February,2023,Sunday,16,409.91
"2024-09-30 17:50:00",06:31:22,Member,"Beauty & Personal Care",287.09,5,1435.45,"Mahesh Chauhan",September,2024,Monday,6,287.09000000000003
"2024-09-12 05:42:00",06:29:37,Premium,Grocery,21.58,1,21.58,"Ishaan Bhatia",September,2024,Thursday,6,21.58
"2024-08-09 17:28:00",13:49:56,Premium,"Home & Kitchen",159.12,4,636.48,"Nandini Agarwal",August,2024,Friday,13,159.12
"2024-03-27 14:47:00",04:44:24,Premium,Clothing,370.16,2,740.32,"Zara Gupta",March,2024,Wednesday,4,370.16
"2023-12-29 23:33:00",09:13:47,Regular,"Beauty & Personal Care",204.08,1,204.08,"Bhavesh Iyer",December,2023,Friday,9,204.08
"2024-12-06 07:09:00",18:07:39,Regular,"Home & Kitchen",475.17,5,2375.85,"Rohan Khanna",December,2024,Friday,18,475.16999999999996
"2024-09-21 01:57:00",10:22:12,Regular,"Home & Kitchen",151.73,3,455.19,"Aakash Chauhan",September,2024,Saturday,10,151.73
"2023-11-23 07:07:00",04:54:23,Regular,Electronics,334.92,2,669.84,"Priya Sharma",November,2023,Thursday,4,334.92
"2024-09-16 17:00:00",04:31:48,Member,Clothing,483.16,4,1932.64,"Aakash Yadav",September,2024,Monday,4,483.16
"2024-08-09 08:57:00",23:40:34,Regular,"Home & Kitchen",200.77,5,1003.85,"Uday Kumar",August,2024,Friday,23,200.77
"2024-05-04 09:21:00",21:29:52,Member,"Home & Kitchen",31.09,5,155.45,"Rohan Yadav",May,2024,Saturday,21,31.089999999999996
"2023-07-19 17:13:00",13:14:17,Member,"Home & Kitchen",362.26,3,1086.78,"Zara Singh",July,2023,Wednesday,13,362.26
"2023-07-21 21:19:00",14:38:42,Regular,Electronics,458.75,1,458.75,"Uday Lal",July,2023,Friday,14,458.75
"2024-10-27 12:38:00",07:57:58,Regular,Grocery,458.24,1,458.24,"Tanvi Kumar",October,2024,Sunday,7,458.24
"2024-08-30 00:55:00",02:40:02,Member,Clothing,71.54,2,143.08,"Lakshmi Yadav",August,2024,Friday,2,71.54
"2024-06-14 16:21:00",19:37:43,Premium,"Beauty & Personal Care",362.62,5,1813.1,"Tanvi Agarwal",June,2024,Friday,19,362.62
"2024-10-26 16:25:00",01:28:28,Member,"Beauty & Personal Care",112.21,1,112.21,"Krishna Singh",October,2024,Saturday,1,112.21
"2023-04-11 11:55:00",00:58:23,Premium,"Beauty & Personal Care",173.85,4,695.4,"Nandini Verma",April,2023,Tuesday,0,173.85
"2024-07-10 16:40:00",06:34:38,Premium,Grocery,283.07,5,1415.35,"Diya Mehta",July,2024,Wednesday,6,283.07
"2023-09-25 02:31:00",16:07:06,Regular,"Beauty & Personal Care",186.01,4,744.04,"Shreya Verma",September,2023,Monday,16,186.01
"2024-07-20 12:53:00",20:39:14,Member,Electronics,393.65,1,393.65,"Jai Zutshi",July,2024,Saturday,20,393.65
"2024-10-19 08:30:00",18:47:37,Regular,Grocery,438.39,4,1753.56,"Rohan Desai",October,2024,Saturday,18,438.39
"2024-03-21 14:06:00",13:23:14,Regular,"Home & Kitchen",173.29,2,346.58,"Aakash Gupta",March,2024,Thursday,13,173.29
"2024-02-10 16:41:00",02:31:55,Member,Clothing,186.5,2,373,"Krishna Chauhan",February,2024,Saturday,2,186.5
"2023-05-06 23:05:00",09:43:27,Member,Electronics,197.3,4,789.2,"Bhavesh Zutshi",May,2023,Saturday,9,197.3
"2024-12-25 09:39:00",06:13:58,Premium,"Beauty & Personal Care",176.83,1,176.83,"Zara Xavier",December,2024,Wednesday,6,176.83
"2023-12-24 05:37:00",10:44:48,Regular,"Home & Kitchen",150.66,1,150.66,"Zara Xavier",December,2023,Sunday,10,150.66
"2024-12-24 22:45:00",22:30:08,Regular,Grocery,219.68,4,878.72,"Bhavesh Bhatia",December,2024,Tuesday,22,219.68
"2024-05-23 05:55:00",15:26:55,Regular,"Home & Kitchen",245.53,5,1227.65,"Shreya Desai",May,2024,Thursday,15,245.53000000000003
"2024-02-18 17:31:00",13:38:01,Regular,Grocery,257.42,1,257.42,"Zara Agarwal",February,2024,Sunday,13,257.42
"2024-10-29 02:02:00",16:27:45,Premium,Electronics,393.22,2,786.44,"Aakash Verma",October,2024,Tuesday,16,393.22
"2023-04-24 19:36:00",18:52:05,Premium,Clothing,453.56,5,2267.8,"Tanvi Xavier",April,2023,Monday,18,453.56000000000006
"2024-02-27 13:10:00",14:21:38,Member,Clothing,50.83,1,50.83,"Zara Verma",February,2024,Tuesday,14,50.83
"2023-02-21 23:19:00",23:43:48,Member,Grocery,223.53,3,670.59,"Uday Kumar",February,2023,Tuesday,23,223.53
"2024-12-20 18:30:00",09:15:15,Premium,Grocery,486.58,5,2432.9,"Vaibhav Zutshi",December,2024,Friday,9,486.58000000000004
"2024-07-08 20:10:00",06:12:25,Premium,Clothing,115.43,2,230.86,"Eeshaan Bhatia",July,2024,Monday,6,115.43
"2024-10-25 00:35:00",15:51:51,Premium,"Home & Kitchen",375.79,2,751.58,"Krishna Lal",October,2024,Friday,15,375.79
"2024-03-19 06:00:00",22:32:24,Member,"Home & Kitchen",275.87,2,551.74,"Yash Wadhwa",March,2024,Tuesday,22,275.87
"2023-11-30 00:43:00",04:44:38,Regular,"Beauty & Personal Care",320.45,1,320.45,"Nandini Agarwal",November,2023,Thursday,4,320.45
"2024-05-13 19:43:00",06:19:59,Member,Clothing,462.94,2,925.88,"Eeshaan Patel",May,2024,Monday,6,462.94
"2025-01-04 12:11:00",04:19:22,Premium,"Home & Kitchen",41,2,82,"Jai Singh",January,2025,Saturday,4,41
"2024-08-26 22:32:00",22:12:26,Member,Electronics,402.27,2,804.54,"Gaurav Iyer",August,2024,Monday,22,402.27
"2024-10-24 02:18:00",05:32:44,Regular,"Beauty & Personal Care",34.95,4,139.8,"Ishaan Sharma",October,2024,Thursday,5,34.95
"2023-12-16 01:20:00",12:58:44,Regular,"Home & Kitchen",373.1,2,746.2,"Gaurav Sharma",December,2023,Saturday,12,373.1
"2023-04-02 20:38:00",03:55:56,Member,Grocery,389.52,3,1168.56,"Mahesh Sharma",April,2023,Sunday,3,389.52
"2023-08-12 14:56:00",20:28:25,Premium,Grocery,467.71,5,2338.55,"Avani Lal",August,2023,Saturday,20,467.71000000000004
"2024-02-23 04:29:00",09:12:18,Regular,"Home & Kitchen",310.57,2,621.14,"Jai Kumar",February,2024,Friday,9,310.57
"2024-01-05 00:37:00",23:48:04,Premium,"Beauty & Personal Care",213.58,3,640.74,"Mahesh Wadhwa",January,2024,Friday,23,213.58
"2024-08-26 12:29:00",12:51:27,Member,Grocery,207.74,3,623.22,"Bhavesh Lal",August,2024,Monday,12,207.74
"2023-04-24 03:23:00",19:58:31,Premium,"Beauty & Personal Care",412.27,1,412.27,"Zara Verma",April,2023,Monday,19,412.27
"2024-02-21 05:51:00",00:29:11,Regular,Electronics,29.22,2,58.44,"Shreya Wadhwa",February,2024,Wednesday,0,29.22
"2023-05-24 22:59:00",17:15:52,Regular,Electronics,394.46,4,1577.84,"Avani Kumar",May,2023,Wednesday,17,394.46
"2023-02-04 02:09:00",13:59:05,Member,Electronics,275.99,1,275.99,"Aakash Yadav",February,2023,Saturday,13,275.99
"2024-11-21 13:28:00",06:40:35,Regular,"Home & Kitchen",321.81,4,1287.24,"Jai Patel",November,2024,Thursday,6,321.81
"2023-04-02 13:32:00",18:16:58,Regular,Clothing,429.51,1,429.51,"Krishna Agarwal",April,2023,Sunday,18,429.51
"2023-09-14 16:30:00",00:00:00,Premium,Grocery,191.48,3,574.44,"Ishaan Lal",September,2023,Thursday,0,191.48000000000002
"2024-07-11 09:39:00",17:15:31,Premium,"Beauty & Personal Care",134.37,5,671.85,"Rohan Xavier",July,2024,Thursday,17,134.37
"2023-09-05 03:39:00",00:51:03,Regular,"Home & Kitchen",12.38,2,24.76,"Avani Lal",September,2023,Tuesday,0,12.38
"2024-10-28 20:05:00",11:04:53,Premium,Electronics,83.43,5,417.15,"Vaibhav Iyer",October,2024,Monday,11,83.42999999999999
"2023-01-18 06:15:00",01:03:28,Premium,"Beauty & Personal Care",368.4,4,1473.6,"Priya Rao",January,2023,Wednesday,1,368.4
"2024-11-11 20:49:00",03:05:27,Premium,"Beauty & Personal Care",313.29,1,313.29,"Lakshmi Chauhan",November,2024,Monday,3,313.29
"2023-01-24 01:42:00",07:55:13,Regular,Clothing,358.23,3,1074.69,"Bhavesh Xavier",January,2023,Tuesday,7,358.23
"2023-03-19 09:00:00",05:52:46,Member,Clothing,195.25,3,585.75,"Uday Wadhwa",March,2023,Sunday,5,195.25
"2023-04-02 20:41:00",19:39:28,Member,"Beauty & Personal Care",397.48,3,1192.44,"Avani Verma",April,2023,Sunday,19,397.48
"2023-03-04 09:47:00",11:07:33,Regular,"Home & Kitchen",434.14,2,868.28,"Nandini Gupta",March,2023,Saturday,11,434.14
"2023-11-08 13:38:00",04:42:41,Premium,Grocery,141.11,5,705.55,"Zara Jain",November,2023,Wednesday,4,141.10999999999999
"2024-03-01 09:02:00",23:18:22,Regular,"Home & Kitchen",178.28,4,713.12,"Zara Mehta",March,2024,Friday,23,178.28
"2023-04-24 02:45:00",20:21:12,Premium,Electronics,425.42,2,850.84,"Mahesh Zutshi",April,2023,Monday,20,425.42
"2024-05-03 01:37:00",16:17:43,Regular,Grocery,190.58,3,571.74,"Nandini Desai",May,2024,Friday,16,190.58
"2024-06-19 19:59:00",05:49:21,Premium,"Home & Kitchen",85.72,3,257.16,"Yash Khanna",June,2024,Wednesday,5,85.72000000000001
"2024-02-01 14:51:00",00:36:36,Regular,Clothing,228.45,1,228.45,"Yash Jain",February,2024,Thursday,0,228.45
"2024-03-26 08:13:00",17:32:12,Regular,"Beauty & Personal Care",164.56,3,493.68,"Tanvi Yadav",March,2024,Tuesday,17,164.56
"2023-05-06 14:14:00",14:42:39,Regular,Grocery,16.23,3,48.69,"Krishna Agarwal",May,2023,Saturday,14,16.23
"2023-04-17 11:34:00",22:11:15,Member,Grocery,270.75,1,270.75,"Jai Singh",April,2023,Monday,22,270.75
"2023-01-27 05:10:00",22:25:18,Regular,"Home & Kitchen",64.69,5,323.45,"Lakshmi Kumar",January,2023,Friday,22,64.69
"2023-07-26 16:58:00",18:07:05,Member,"Beauty & Personal Care",275.52,1,275.52,"Tanvi Wadhwa",July,2023,Wednesday,18,275.52
"2023-09-14 16:35:00",01:14:33,Premium,"Home & Kitchen",455.97,4,1823.88,"Avani Chauhan",September,2023,Thursday,1,455.97
"2024-11-01 08:53:00",00:32:32,Premium,"Home & Kitchen",242.83,1,242.83,"Priya Lal",November,2024,Friday,0,242.83
"2024-07-05 20:49:00",17:20:19,Member,Grocery,232.95,5,1164.75,"Diya Khanna",July,2024,Friday,17,232.95
"2023-11-01 15:06:00",03:22:12,Member,Clothing,233.51,4,934.04,"Mahesh Kumar",November,2023,Wednesday,3,233.51
"2024-03-05 09:30:00",03:30:12,Regular,Electronics,282.7,1,282.7,"Rohan Khanna",March,2024,Tuesday,3,282.7
"2024-04-26 10:44:00",19:48:57,Member,Clothing,482.34,4,1929.36,"Rohan Agarwal",April,2024,Friday,19,482.34
"2023-03-04 08:24:00",04:42:07,Regular,Clothing,108.05,5,540.25,"Avani Sharma",March,2023,Saturday,4,108.05
"2023-01-08 00:20:00",15:04:02,Member,Electronics,86.7,1,86.7,"Diya Rao",January,2023,Sunday,15,86.7
"2025-01-01 21:57:00",15:18:45,Regular,"Home & Kitchen",171.23,4,684.92,"Jai Bhatia",January,2025,Wednesday,15,171.23
"2023-03-19 16:23:00",20:19:22,Premium,"Beauty & Personal Care",80.46,3,241.38,"Krishna Verma",March,2023,Sunday,20,80.46
"2023-03-27 04:30:00",11:44:43,Member,"Home & Kitchen",442.94,2,885.88,"Krishna Rao",March,2023,Monday,11,442.94
"2023-07-14 01:17:00",06:30:31,Member,Electronics,360.32,3,1080.96,"Mahesh Verma",July,2023,Friday,6,360.32
"2023-05-25 08:02:00",03:15:27,Regular,Electronics,345.6,3,1036.8,"Mahesh Xavier",May,2023,Thursday,3,345.59999999999997
"2024-02-01 02:03:00",13:56:44,Member,Clothing,311.56,3,934.68,"Zara Zutshi",February,2024,Thursday,13,311.56
"2024-09-08 09:48:00",23:39:25,Premium,"Beauty & Personal Care",75.68,3,227.04,"Nandini Yadav",September,2024,Sunday,23,75.67999999999999
"2024-05-09 18:31:00",20:00:16,Regular,Grocery,224.6,2,449.2,"Mahesh Singh",May,2024,Thursday,20,224.6
"2025-01-04 01:13:00",18:12:22,Premium,Grocery,145.11,4,580.44,"Yash Sharma",January,2025,Saturday,18,145.11
"2023-08-09 18:00:00",05:38:29,Regular,Electronics,24.87,3,74.61,"Mahesh Jain",August,2023,Wednesday,5,24.87
"2023-09-25 06:54:00",02:08:25,Member,Clothing,462.77,5,2313.85,"Rohan Xavier",September,2023,Monday,2,462.77
"2023-01-02 23:24:00",02:45:24,Premium,Electronics,131.7,4,526.8,"Aakash Zutshi",January,2023,Monday,2,131.7
"2023-06-26 04:11:00",06:03:16,Regular,Electronics,79.24,3,237.72,"Diya Yadav",June,2023,Monday,6,79.24
"2023-02-03 06:16:00",21:09:25,Member,"Home & Kitchen",446.29,5,2231.45,"Priya Zutshi",February,2023,Friday,21,446.28999999999996
"2023-05-21 09:30:00",07:47:58,Premium,Grocery,228.74,1,228.74,"Priya Wadhwa",May,2023,Sunday,7,228.74
"2024-09-28 00:36:00",08:33:58,Member,Clothing,226.51,4,906.04,"Krishna Gupta",September,2024,Saturday,8,226.51
"2023-07-27 22:12:00",03:07:51,Regular,Clothing,142.31,2,284.62,"Avani Iyer",July,2023,Thursday,3,142.31
"2023-02-13 01:34:00",10:52:00,Member,Clothing,92.47,1,92.47,"Vaibhav Singh",February,2023,Monday,10,92.47
"2023-09-07 22:35:00",03:54:14,Member,Grocery,201.13,5,1005.65,"Avani Yadav",September,2023,Thursday,3,201.13
"2023-02-23 08:48:00",04:56:41,Premium,"Beauty & Personal Care",376.47,4,1505.88,"Nandini Jain",February,2023,Thursday,4,376.47
"2023-04-10 12:42:00",21:55:41,Member,Grocery,429.71,4,1718.84,"Avani Patel",April,2023,Monday,21,429.71
"2024-06-27 22:50:00",11:42:34,Premium,"Home & Kitchen",78.54,5,392.7,"Diya Mehta",June,2024,Thursday,11,78.53999999999999
"2023-03-02 17:35:00",08:40:16,Premium,"Home & Kitchen",105.13,5,525.65,"Aakash Jain",March,2023,Thursday,8,105.13
"2024-06-13 19:35:00",06:02:26,Member,"Beauty & Personal Care",469.11,3,1407.33,"Rohan Lal",June,2024,Thursday,6,469.10999999999996
"2024-05-01 05:14:00",15:03:57,Regular,"Home & Kitchen",85.31,4,341.24,"Lakshmi Lal",May,2024,Wednesday,15,85.31
"2024-06-22 07:20:00",17:46:38,Premium,Electronics,316.22,5,1581.1,"Nandini Bhatia",June,2024,Saturday,17,316.21999999999997
"2023-03-02 23:28:00",05:06:19,Regular,Grocery,83.15,1,83.15,"Lakshmi Singh",March,2023,Thursday,5,83.15
"2023-01-18 17:55:00",09:50:26,Premium,Grocery,355.02,3,1065.06,"Ishaan Lal",January,2023,Wednesday,9,355.02
"2024-12-11 22:52:00",04:34:50,Regular,"Home & Kitchen",73.84,1,73.84,"Vaibhav Yadav",December,2024,Wednesday,4,73.84
"2023-07-22 07:53:00",20:58:02,Regular,Electronics,155.85,3,467.55,"Vaibhav Sharma",July,2023,Saturday,20,155.85
"2024-07-10 09:05:00",13:46:39,Member,Electronics,222.49,5,1112.45,"Gaurav Xavier",July,2024,Wednesday,13,222.49
"2023-09-04 16:28:00",07:10:10,Member,"Home & Kitchen",114.53,2,229.06,"Bhavesh Khanna",September,2023,Monday,7,114.53
"2023-12-24 10:59:00",00:15:23,Regular,Electronics,391.98,4,1567.92,"Tanvi Bhatia",December,2023,Sunday,0,391.98
"2024-02-21 14:27:00",10:46:40,Regular,Clothing,12.76,4,51.04,"Gaurav Bhatia",February,2024,Wednesday,10,12.76
"2023-08-31 05:16:00",12:17:06,Member,Grocery,465.06,3,1395.18,"Zara Zutshi",August,2023,Thursday,12,465.06
"2024-06-24 11:18:00",23:37:27,Regular,Electronics,98.65,4,394.6,"Tanvi Desai",June,2024,Monday,23,98.65
"2024-12-14 10:53:00",00:16:19,Regular,"Beauty & Personal Care",247.13,2,494.26,"Rohan Mehta",December,2024,Saturday,0,247.13
"2024-08-05 22:59:00",21:12:51,Member,"Beauty & Personal Care",247.27,2,494.54,"Nandini Zutshi",August,2024,Monday,21,247.27
"2024-11-23 10:17:00",09:37:42,Regular,Electronics,115.31,4,461.24,"Uday Wadhwa",November,2024,Saturday,9,115.31
"2024-07-20 12:59:00",10:40:22,Member,"Beauty & Personal Care",89.43,2,178.86,"Shreya Xavier",July,2024,Saturday,10,89.43
"2024-09-27 13:26:00",06:42:37,Regular,"Home & Kitchen",434.85,1,434.85,"Priya Jain",September,2024,Friday,6,434.85
"2024-01-11 03:30:00",08:50:09,Regular,Clothing,364.58,5,1822.9,"Shreya Wadhwa",January,2024,Thursday,8,364.58000000000004
"2023-05-25 13:10:00",14:10:30,Regular,Clothing,462.09,4,1848.36,"Shreya Bhatia",May,2023,Thursday,14,462.09
"2024-12-07 21:19:00",18:52:40,Regular,Grocery,396.52,5,1982.6,"Eeshaan Iyer",December,2024,Saturday,18,396.52
"2023-09-27 13:30:00",04:31:10,Premium,"Home & Kitchen",169.57,5,847.85,"Diya Gupta",September,2023,Wednesday,4,169.57
"2024-08-19 00:06:00",17:54:17,Regular,"Beauty & Personal Care",451.64,1,451.64,"Gaurav Desai",August,2024,Monday,17,451.64
"2024-12-21 20:42:00",12:26:59,Member,"Beauty & Personal Care",133.53,4,534.12,"Avani Mehta",December,2024,Saturday,12,133.53
"2024-06-22 15:26:00",16:06:41,Member,Grocery,401.6,3,1204.8,"Vaibhav Yadav",June,2024,Saturday,16,401.59999999999997
"2023-07-28 06:12:00",18:09:35,Member,"Home & Kitchen",391.17,1,391.17,"Mahesh Bhatia",July,2023,Friday,18,391.17
"2024-10-13 02:07:00",07:04:13,Member,"Home & Kitchen",270.23,3,810.69,"Avani Wadhwa",October,2024,Sunday,7,270.23
"2023-11-27 08:28:00",09:24:55,Premium,Clothing,490.76,4,1963.04,"Shreya Verma",November,2023,Monday,9,490.76
"2023-09-25 22:57:00",14:56:39,Premium,"Beauty & Personal Care",401.48,3,1204.44,"Rohan Jain",September,2023,Monday,14,401.48
"2023-05-16 00:36:00",08:56:23,Regular,"Home & Kitchen",269.22,4,1076.88,"Krishna Iyer",May,2023,Tuesday,8,269.22
"2024-05-07 21:54:00",20:24:56,Regular,Electronics,239.96,3,719.88,"Lakshmi Jain",May,2024,Tuesday,20,239.96
"2024-10-31 09:21:00",20:35:48,Member,Clothing,52.93,4,211.72,"Tanvi Agarwal",October,2024,Thursday,20,52.93
"2023-02-14 21:33:00",00:49:39,Premium,Electronics,360.87,1,360.87,"Avani Zutshi",February,2023,Tuesday,0,360.87
"2024-03-08 23:12:00",14:49:51,Premium,Clothing,444.35,5,2221.75,"Rohan Kumar",March,2024,Friday,14,444.35
"2024-10-09 20:00:00",04:24:46,Regular,Electronics,371.27,5,1856.35,"Gaurav Gupta",October,2024,Wednesday,4,371.27
"2025-01-03 09:42:00",04:56:37,Member,"Home & Kitchen",264.85,3,794.55,"Uday Chauhan",January,2025,Friday,4,264.84999999999997
"2023-08-24 22:13:00",18:15:20,Premium,Electronics,170.15,5,850.75,"Nandini Agarwal",August,2023,Thursday,18,170.15
"2024-01-09 21:07:00",04:26:02,Premium,Clothing,328.67,4,1314.68,"Jai Lal",January,2024,Tuesday,4,328.67
"2024-11-27 12:48:00",13:22:05,Regular,"Home & Kitchen",232.41,1,232.41,"Diya Agarwal",November,2024,Wednesday,13,232.41
"2024-03-01 05:59:00",20:05:59,Member,Electronics,335.94,2,671.88,"Zara Verma",March,2024,Friday,20,335.94
"2023-02-10 12:06:00",09:21:06,Member,Clothing,110.6,3,331.8,"Bhavesh Sharma",February,2023,Friday,9,110.60000000000001
"2023-09-30 21:15:00",05:15:59,Regular,Electronics,91,2,182,"Tanvi Desai",September,2023,Saturday,5,91
"2023-10-20 10:14:00",05:49:15,Regular,"Home & Kitchen",361.95,3,1085.85,"Yash Bhatia",October,2023,Friday,5,361.95
"2023-06-05 04:05:00",03:51:08,Premium,Clothing,278.51,4,1114.04,"Eeshaan Jain",June,2023,Monday,3,278.51
"2023-05-25 21:45:00",12:30:35,Regular,Clothing,448.81,1,448.81,"Gaurav Sharma",May,2023,Thursday,12,448.81
"2023-04-27 10:46:00",03:24:09,Member,Grocery,212.52,1,212.52,"Rohan Mehta",April,2023,Thursday,3,212.52
"2024-10-09 10:44:00",18:47:16,Regular,Electronics,317.08,4,1268.32,"Priya Jain",October,2024,Wednesday,18,317.08
"2023-05-19 23:43:00",05:27:20,Member,"Home & Kitchen",365.42,2,730.84,"Shreya Kumar",May,2023,Friday,5,365.42
